City,County,State,Accidents
Seabrook,Beaufort,SC,32
Seabrook,Rockingham,NH,20
Seabrook,Harris,TX,10
Seaford,Nassau,NY,104
Seaford,Sussex,DE,2
Seagoville,Dallas,TX,18
Seagrove,Montgomery,NC,1
Seal Beach,Orange,CA,468
Seal Rock,Lincoln,OR,43
Seale,Russell,AL,2
Sealy,Austin,TX,5
Searcy,White,AR,3
Sears,Osceola,MI,2
Seaside,Clatsop,OR,436
Seaside,Monterey,CA,86
Seaside Heights,Ocean,NJ,3
Seatac,King,WA,11
Seattle,King,WA,5056
Seaview,Pacific,WA,3
Sebastian,Brevard,FL,13
Sebastian,Indian River,FL,7
Sebastopol,Sonoma,CA,149
Sebeka,Wadena,MN,4
Sebewaing,Huron,MI,1
Sebring,Highlands,FL,67
Secane,Delaware,PA,2
Secaucus,Hudson,NJ,103
Sedalia,Douglas,CO,16
Sedgwick,Hancock,ME,1
Sedona,Yavapai,AZ,45
Sedona,Coconino,AZ,52
Sedro Woolley,Skagit,WA,5
Seekonk,Bristol,MA,15
Seeley Lake,Missoula,MT,1
Seffner,Hillsborough,FL,156
Seguin,Guadalupe,TX,21
Seiad Valley,Siskiyou,CA,2
Sekiu,Clallam,WA,2
Selah,Yakima,WA,2
Selby,Walworth,SD,1
Selbyville,Sussex,DE,2
Selden,Suffolk,NY,45
Seligman,Yavapai,AZ,21
Selinsgrove,Snyder,PA,26
Selkirk,Albany,NY,96
Sellers,Dillon,SC,2
Sellers,Marion,SC,2
Sellersburg,Clark,IN,28
Sellersville,Bucks,PA,8
Sells,Pima,AZ,3
Selma,Johnston,NC,67
Selma,Dallas,AL,6
Selma,Fresno,CA,135
Selma,Autauga,AL,2
Selma,Guadalupe,TX,5
Selma,Bexar,TX,7
Selma,Josephine,OR,61
Seminole,Pinellas,FL,141
Seminole,Baldwin,AL,1
Seminole,Seminole,OK,1
Semmes,Mobile,AL,76
Senatobia,Tate,MS,2
Seneca,Oconee,SC,450
Seneca,Pickens,SC,2
Seneca,Grant,OR,25
Seneca Falls,Seneca,NY,2
Senoia,Coweta,GA,22
Senoia,Fayette,GA,3
Sequim,Clallam,WA,10
Sergeant Bluff,Woodbury,IA,3
Setauket,Suffolk,NY,3
Seven Springs,Wayne,NC,3
Seven Valleys,York,PA,9
Severn,Anne Arundel,MD,45
Severna Park,Anne Arundel,MD,13
Sevier,Sevier,UT,44
Sevierville,Sevier,TN,27
Seville,Medina,OH,14
Seville,Volusia,FL,1
Seward,Seward,NE,2
Sewaren,Middlesex,NJ,4
Sewell,Gloucester,NJ,33
Sewell,Camden,NJ,2
Sewickley,Allegheny,PA,59
Seymour,New Haven,CT,16
Seymour,Jackson,IN,47
Seymour,Sevier,TN,6
Seymour,Baylor,TX,3
Seymour,Outagamie,WI,1
Shade Gap,Huntingdon,PA,2
Shady Cove,Jackson,OR,15
Shady Spring,Raleigh,WV,3
Shadyside,Belmont,OH,1
Shafer,Chisago,MN,31
Shafter,Kern,CA,18
Shaker Heights,Cuyahoga,OH,3
Shakopee,Scott,MN,287
Shalimar,Okaloosa,FL,3
Shallotte,Brunswick,NC,3
Shamokin,Northumberland,PA,18
Shamokin Dam,Snyder,PA,15
Shamong,Burlington,NJ,2
Shamrock,Wheeler,TX,1
Shandon,San Luis Obispo,CA,42
Shaniko,Wasco,OR,60
Sharon,York,SC,11
Sharon,Norfolk,MA,65
Sharon,Windsor,VT,4
Sharon,Litchfield,CT,3
Sharon,Walworth,WI,5
Sharon,Weakley,TN,1
Sharon Hill,Delaware,PA,2
Sharpsburg,Coweta,GA,25
Sharpsburg,Washington,MD,1
Sharpsville,Tipton,IN,3
Shasta,Shasta,CA,3
Shasta Lake,Shasta,CA,9
Shaver Lake,Fresno,CA,43
Shaw,Bolivar,MS,2
Shawano,Shawano,WI,6
Shawboro,Currituck,NC,1
Shawnee,Johnson,KS,256
Shawnee,Pottawatomie,OK,16
Shawsville,Montgomery,VA,6
Sheboygan,Sheboygan,WI,60
Sheboygan Falls,Sheboygan,WI,10
Shedd,Linn,OR,42
Sheffield,Forest,PA,1
Sheffield,Colbert,AL,3
Sheffield,Bureau,IL,2
Sheffield Lake,Lorain,OH,1
Shelburn,Sullivan,IN,1
Shelburne,Chittenden,VT,1
Shelburne Falls,Franklin,MA,1
Shelby,Cleveland,NC,13
Shelby,Pottawattamie,IA,4
Shelby,Richland,OH,6
Shelby,Shelby,AL,1
Shelby,Toole,MT,4
Shelby Township,Macomb,MI,7
Shelbyville,Bedford,TN,7
Shelbyville,Shelby,IN,50
Shelbyville,Shelby,KY,5
Shelbyville,Shelby,IL,1
Shelbyville,Allegan,MI,1
Sheldon,Beaufort,SC,1
Shelley,Bingham,ID,2
Shelton,Fairfield,CT,25
Shelton,Mason,WA,52
Shelton,Buffalo,NE,1
Shenandoah,Montgomery,TX,8
Shenandoah,Page,VA,8
Shepherd,San Jacinto,TX,5
Shepherd,Isabella,MI,3
Shepherd,Midland,MI,5
Shepherdsville,Bullitt,KY,13
Sherborn,Middlesex,MA,2
Sherburn,Martin,MN,21
Sherburne,Chenango,NY,1
Sheridan,Polk,OR,60
Sheridan,Yamhill,OR,77
Sheridan,Placer,CA,19
Sheridan,Sheridan,WY,1
Sheridan,Boone,IN,4
Sheridan,LaSalle,IL,1
Sheridan,Hamilton,IN,1
Sheridan,Grant,AR,3
Sherman,Grayson,TX,12
Sherman,Sangamon,IL,4
Sherman,Fairfield,CT,1
Sherman Oaks,Los Angeles,CA,1241
Shermans Dale,Perry,PA,1
Sherrill,Oneida,NY,4
Sherwood,Washington,OR,37
Sherwood,Clackamas,OR,1
Sherwood,Defiance,OH,1
Sherwood Forest,Los Angeles,CA,2
Shevlin,Clearwater,MN,2
Shickshinny,Luzerne,PA,2
Shiloh,Richland,OH,1
Shingle Springs,El Dorado,CA,158
Shinglehouse,Potter,PA,3
Shinglehouse,McKean,PA,2
Shingletown,Shasta,CA,33
Shinnston,Harrison,WV,2
Shippensburg,Cumberland,PA,12
Shippensburg,Franklin,PA,9
Shippenville,Clarion,PA,6
Shiprock,San Juan,NM,4
Shipshewana,LaGrange,IN,1
Shirley,Suffolk,NY,63
Shirley,McLean,IL,1
Shirley,Middlesex,MA,1
Shirleysburg,Huntingdon,PA,4
Shoals,Martin,IN,6
Shoemakersville,Berks,PA,1
Shohola,Pike,PA,1
Shonto,Navajo,AZ,1
Shoreham,Suffolk,NY,13
Shoreline,King,WA,30
Shorewood,Will,IL,20
Short Hills,Essex,NJ,13
Short Hills,Union,NJ,1
Shorter,Macon,AL,76
Shorterville,Henry,AL,1
Shortsville,Ontario,NY,52
Shoshone,Lincoln,ID,2
Shoshoni,Fremont,WY,3
Show Low,Apache,AZ,5
Show Low,Navajo,AZ,26
Shreveport,Caddo,LA,1439
Shreveport,Bossier,LA,9
Shrewsbury,York,PA,23
Shrewsbury,Worcester,MA,19
Shrewsbury,Monmouth,NJ,2
Shrub Oak,Westchester,NY,12
Shutesbury,Franklin,MA,2
Sibley,Webster,LA,1
Sibley,Osceola,IA,1
Sicklerville,Camden,NJ,34
Sicklerville,Gloucester,NJ,2
Sidman,Cambria,PA,4
Sidney,Shelby,OH,10
Sidney,Cheyenne,NE,3
Sidney,Delaware,NY,1
Sidney,Kennebec,ME,1
Sierra Blanca,Hudspeth,TX,8
Sierra City,Sierra,CA,1
Sierraville,Sierra,CA,11
Sigel,Shelby,IL,1
Signal Hill,Los Angeles,CA,72
Signal Mountain,Hamilton,TN,4
Sigurd,Sevier,UT,13
Sikeston,New Madrid,MO,1
Sikeston,Scott,MO,2
Silas,Choctaw,AL,4
Siler City,Chatham,NC,9
Siletz,Lincoln,OR,2
Silex,Lincoln,MO,2
Siloam Springs,Benton,AR,4
Silt,Garfield,CO,5
Silver Bay,Warren,NY,1
Silver Bay,Lake,MN,1
Silver Creek,Floyd,GA,5
Silver Creek,Chautauqua,NY,5
Silver Lake,McLeod,MN,13
Silver Lake,Lake,OR,79
Silver Plume,Clear Creek,CO,45
Silver Point,Putnam,TN,14
Silver Spring,Montgomery,MD,561
Silver Spring,Prince George's,MD,10
Silver Springs,Marion,FL,12
Silver Springs,Lyon,NV,53
Silver Springs,Wyoming,NY,1
Silverado,Orange,CA,33
Silverdale,Kitsap,WA,18
Silverhill,Baldwin,AL,2
Silverlake,Cowlitz,WA,2
Silverpeak,Esmeralda,NV,3
Silverstreet,Newberry,SC,18
Silverthorne,Eagle,CO,6
Silverthorne,Grand,CO,2
Silverthorne,Summit,CO,2
Silverton,Marion,OR,77
Silverton,San Juan,CO,2
Simi Valley,Ventura,CA,270
Simmesport,Avoyelles,LA,1
Simms,Bowie,TX,1
Simpsonville,Greenville,SC,946
Simpsonville,Shelby,KY,7
Sims,Wilson,NC,1
Simsbury,Hartford,CT,6
Sinclair,Carbon,WY,2
Sinnamahoning,Cameron,PA,1
Sioux Center,Sioux,IA,2
Sioux City,Woodbury,IA,36
Sioux City,Plymouth,IA,5
Sioux Falls,Minnehaha,SD,1
Sioux Rapids,Buena Vista,IA,2
Sioux Rapids,Clay,IA,2
Siren,Burnett,WI,2
Sisters,Deschutes,OR,87
Six Mile,Pickens,SC,40
Six Mile Run,Bedford,PA,1
Sixes,Curry,OR,13
Skamokawa,Wahkiakum,WA,1
Skiatook,Tulsa,OK,2
Skillman,Somerset,NJ,3
Skippers,Greensville,VA,10
Skipperville,Dale,AL,2
Skipwith,Mecklenburg,VA,1
Skokie,Cook,IL,93
Skokomish Nation,Mason,WA,2
Skull Valley,Tooele,UT,2
Skyforest,San Bernardino,CA,6
Skykomish,King,WA,2
Slater,Greenville,SC,5
Slater,Polk,IA,1
Slater,Story,IA,1
Slatington,Lehigh,PA,3
Slaton,Lubbock,TX,2
Slaughter,East Baton Rouge,LA,9
Slaughters,Hopkins,KY,1
Slayton,Murray,MN,14
Sleepy Eye,Brown,MN,15
Sleepy Hollow,Kane,IL,2
Sleepy Hollow,Westchester,NY,1
Slidell,St. Tammany,LA,40
Slinger,Washington,WI,14
Slingerlands,Albany,NY,8
Slippery Rock,Butler,PA,3
Sloan,Woodbury,IA,2
Sloatsburg,Rockland,NY,104
Slocomb,Geneva,AL,7
Slocomb,Houston,AL,1
Sloughhouse,Sacramento,CA,29
Smackover,Union,AR,1
Smartsville,Nevada,CA,9
Smartsville,Yuba,CA,25
Smethport,McKean,PA,10
Smith,Lyon,NV,2
Smith River,Del Norte,CA,17
Smith Valley,Lyon,NV,1
Smithfield,Johnston,NC,73
Smithfield,Henry,KY,3
Smithfield,Providence,RI,33
Smithfield,Fayette,PA,4
Smithfield,Isle of Wight,VA,13
Smithfield,Cache,UT,2
Smithmill,Clearfield,PA,3
Smiths Creek,St. Clair,MI,7
Smiths Grove,Edmonson,KY,1
Smiths Station,Lee,AL,14
Smiths Station,Russell,AL,1
Smithsburg,Washington,MD,8
Smithsburg,Frederick,MD,4
Smithton,Westmoreland,PA,11
Smithtown,Suffolk,NY,94
Smithville,Bastrop,TX,3
Smithville,DeKalb,TN,3
Smithville,Clay,MO,1
Smithville,Lee,GA,5
Smoaks,Colleton,SC,23
Smoaks,Bamberg,SC,2
Smoketown,Lancaster,PA,2
Smyrna,Cherokee,SC,1
Smyrna,Rutherford,TN,57
Smyrna,Cobb,GA,203
Smyrna,York,SC,12
Smyrna,New Castle,DE,5
Smyrna,Kent,DE,8
Smyrna Mills,Aroostook,ME,2
Sneads Ferry,Onslow,NC,2
Snelling,Merced,CA,16
Snellville,Gwinnett,GA,16
Snohomish,Snohomish,WA,135
Snoqualmie,King,WA,38
Snow Camp,Alamance,NC,2
Snow Hill,Worcester,MD,2
Snow Hill,Greene,NC,1
Snow Shoe,Centre,PA,14
Snowflake,Navajo,AZ,2
Snowmass,Pitkin,CO,3
Snowville,Box Elder,UT,158
Snyder,Morgan,CO,1
Social Circle,Newton,GA,10
Social Circle,Walton,GA,3
Society Hill,Darlington,SC,13
Society Hill,Chesterfield,SC,5
Socorro,El Paso,TX,23
Socorro,Socorro,NM,7
Soda Springs,Nevada,CA,122
Soddy Daisy,Hamilton,TN,20
Sodus,Wayne,NY,1
Sodus,Berrien,MI,1
Solana Beach,San Diego,CA,55
Soledad,Monterey,CA,91
Solen,Sioux,ND,1
Solomons,Calvert,MD,2
Solon,Cuyahoga,OH,20
Solon,Johnson,IA,1
Solvang,Santa Barbara,CA,14
Solway,Beltrami,MN,3
Somerdale,Camden,NJ,6
Somers,Westchester,NY,59
Somers,Tolland,CT,11
Somers,Calhoun,IA,2
Somers,Flathead,MT,1
Somers Point,Atlantic,NJ,7
Somerset,Somerset,PA,69
Somerset,Somerset,NJ,27
Somerset,El Dorado,CA,11
Somerset,Bristol,MA,12
Somerset,Bexar,TX,1
Somerset,Orange,VA,1
Somerset,Westmoreland,PA,2
Somerville,Middlesex,MA,68
Somerville,Morgan,AL,31
Somerville,Somerset,NJ,5
Somerville,Hunterdon,NJ,1
Somerville,Fayette,TN,1
Somis,Ventura,CA,99
Sonoma,Sonoma,CA,315
Sonora,Tuolumne,CA,171
Sonora,Sutton,TX,3
Sonora,Hardin,KY,2
Sopchoppy,Wakulla,FL,3
Soperton,Treutlen,GA,36
Soquel,Santa Cruz,CA,70
Sorrento,Lake,FL,28
Sorrento,Ascension,LA,17
Souderton,Montgomery,PA,49
Souderton,Bucks,PA,4
Soulsbyville,Tuolumne,CA,10
Sound Beach,Suffolk,NY,8
South Abington Township,Lackawanna,PA,3
South Amana,Iowa,IA,1
South Amboy,Middlesex,NJ,118
South and East Osceola,Osceola,FL,33
South Barrington,Cook,IL,1
South Bay,Palm Beach,FL,3
South Beach,Lincoln,OR,34
South Beloit,Winnebago,IL,7
South Bend,St. Joseph,IN,20
South Bend,Pacific,WA,5
South Bloomfield,Pickaway,OH,1
South Bloomingville,Hocking,OH,1
South Boston,Suffolk,MA,20
South Boston,Halifax,VA,13
South Burlington,Chittenden,VT,12
South Cairo,Greene,NY,1
South Charleston,Clark,OH,1
South Charleston,Kanawha,WV,14
South Chatham,Barnstable,MA,3
South Chesterfield,Chesterfield,VA,12
South China,Kennebec,ME,3
South Colton,Saint Lawrence,NY,1
South Colton,St. Lawrence,NY,4
South Daytona,Volusia,FL,1
South Deerfield,Franklin,MA,1
South Dennis,Barnstable,MA,8
South Easton,Bristol,MA,4
South El Monte,Los Angeles,CA,318
South Elgin,Kane,IL,54
South Euclid,Cuyahoga,OH,1
South Fallsburg,Sullivan,NY,2
South Fork,Cambria,PA,3
South Gate,Los Angeles,CA,304
South Glastonbury,Hartford,CT,5
South Glens Falls,Saratoga,NY,13
South Grafton,Worcester,MA,1
South Hackensack,Bergen,NJ,3
South Hamilton,Essex,MA,3
South Haven,Van Buren,MI,7
South Haven,Allegan,MI,15
South Haven,Sumner,KS,1
South Haven,Wright,MN,4
South Hempstead,Nassau,NY,5
South Hill,Mecklenburg,VA,19
South Hill,Lunenburg,VA,1
South Holland,Cook,IL,77
South Houston,Harris,TX,10
South Jefferson,Jefferson,KY,6
South Jordan,Salt Lake,UT,528
South Lake Tahoe,El Dorado,CA,53
South Lebanon,Warren,OH,1
South Londonderry,Windham,VT,1
South Lyon,Oakland,MI,8
South Miami,Miami-Dade,FL,5
South Milwaukee,Milwaukee,WI,5
South Ozone Park,Queens,NY,145
South Paris,Oxford,ME,1
South Park,Allegheny,PA,4
South Pasadena,Pinellas,FL,9
South Pasadena,Los Angeles,CA,101
South Pekin,Tazewell,IL,2
South Pittsburg,Marion,TN,12
South Plainfield,Middlesex,NJ,14
South Plymouth,Chenango,NY,1
South Portland,Cumberland,ME,11
South Prairie,Pierce,WA,3
South Prince George,Prince George,VA,1
South Richmond Hill,Queens,NY,25
South River,Middlesex,NJ,1
South Rockwood,Monroe,MI,6
South Royalton,Windsor,VT,1
South Saint Paul,Dakota,MN,151
South Salem,Westchester,NY,22
South Salt Lake,Salt Lake,UT,34
South San Francisco,San Mateo,CA,381
South Santa Clara Valley,Santa Clara,CA,1
South Setauket,Suffolk,NY,3
South Sioux City,Dakota,NE,1
South Vienna,Clark,OH,2
South Weymouth,Norfolk,MA,7
South Windsor,Hartford,CT,20
South Yarmouth,Barnstable,MA,5
Southampton,Bucks,PA,8
Southampton,Burlington,NJ,23
Southampton,Suffolk,NY,16
Southaven,DeSoto,MS,53
Southborough,Worcester,MA,6
Southbury,New Haven,CT,34
Southeast Jefferson,Jefferson,KY,1
Southeast Marin,Marin,CA,13
Southfield,Oakland,MI,395
Southfields,Orange,NY,15
Southgate,Wayne,MI,14
Southgate,Campbell,KY,2
Southington,Hartford,CT,73
Southlake,Tarrant,TX,48
Southold,Suffolk,NY,2
Southport,Fairfield,CT,47
Southport,Brunswick,NC,5
Southwest Dallas,Dallas,TX,1
Southwest Orange,Orange,FL,3
Southwick,Hampden,MA,2
Spanaway,Pierce,WA,49
Spangle,Spokane,WA,3
Spangler,Cambria,PA,2
Spanish Fork,Utah,UT,419
Spanish Fort,Baldwin,AL,4
Spanishburg,Mercer,WV,1
Sparks,Washoe,NV,316
Sparks,Cook,GA,9
Sparks,Storey,NV,13
Sparks Glencoe,Baltimore County,MD,23
Sparland,Marshall,IL,1
Sparrow Bush,Orange,NY,1
Sparrows Point,Baltimore County,MD,23
Sparrows Point,Baltimore,MD,1
Sparta,Monroe,WI,7
Sparta,Sussex,NJ,3
Sparta,Kent,MI,7
Sparta,Alleghany,NC,1
Sparta,Gallatin,KY,1
Sparta,White,TN,2
Spartanburg,Spartanburg,SC,2923
Spartanburg,Cherokee,SC,2
Spencer,Oklahoma,OK,28
Spencer,Henry,VA,1
Spencer,Rowan,NC,1
Spencer,Clark,ID,1
Spencer,Medina,OH,1
Spencer,McCook,SD,1
Spencer,Tompkins,NY,1
Spencer,Tioga,NY,3
Spencerport,Monroe,NY,105
Spencerville,Montgomery,MD,4
Speonk,Suffolk,NY,1
Sperry,Tulsa,OK,5
Sperry,Des Moines,IA,3
Sperryville,Rappahannock,VA,3
Spiceland,Henry,IN,6
Spicer,Kandiyohi,MN,11
Spicewood,Travis,TX,66
Spindale,Rutherford,NC,1
Spirit Lake,Dickinson,IA,2
Spirit Lake,Kootenai,ID,3
Splendora,Montgomery,TX,2
Spofford,Cheshire,NH,1
Spokane,Spokane,WA,406
Spokane Valley,Spokane,WA,45
Spotswood,Middlesex,NJ,2
Spotsylvania,Spotsylvania,VA,26
Spout Spring,Appomattox,VA,8
Sprague,Lincoln,WA,7
Sprague,Adams,WA,2
Sprague River,Klamath,OR,4
Sprakers,Montgomery,NY,6
Spray,Wheeler,OR,28
Spreckels,Monterey,CA,1
Spring,Harris,TX,242
Spring,Montgomery,TX,141
Spring Arbor,Jackson,MI,5
Spring City,Chester,PA,10
Spring City,Rhea,TN,3
Spring Creek,Elko,NV,16
Spring Green,Sauk,WI,1
Spring Grove,York,PA,29
Spring Grove,McHenry,IL,10
Spring Grove,Surry,VA,6
Spring Grove,Lake,IL,4
Spring Grove,Houston,MN,2
Spring Hill,Hernando,FL,192
Spring Hill,Pasco,FL,41
Spring Hill,Williamson,TN,4
Spring Hill,Maury,TN,2
Spring Hope,Franklin,NC,1
Spring Hope,Nash,NC,4
Spring House,Montgomery,PA,5
Spring Lake,Cumberland,NC,1
Spring Lake,Ottawa,MI,8
Spring Lake,Harnett,NC,2
Spring Lake,Muskegon,MI,2
Spring Lake,Monmouth,NJ,1
Spring Mills,Centre,PA,18
Spring Run,Franklin,PA,13
Spring Valley,Rockland,NY,54
Spring Valley,Fillmore,MN,8
Spring Valley,Mower,MN,8
Spring Valley,Bureau,IL,2
Spring Valley,Greene,OH,1
Springboro,Warren,OH,13
Springboro,Crawford,PA,1
Springbrook,Washburn,WI,1
Springdale,Washington,AR,17
Springdale,Prince George's,MD,1
Springdale,Benton,AR,10
Springdale,Washington,UT,6
Springerville,Apache,AZ,8
Springfield,Fairfax County,VA,451
Springfield,Greene,MO,536
Springfield,Hampden,MA,64
Springfield,Lane,OR,355
Springfield,Clark,OH,39
Springfield,Sangamon,IL,29
Springfield,Orangeburg,SC,19
Springfield,Sarpy,NE,23
Springfield,Union,NJ,47
Springfield,Windsor,VT,6
Springfield,Delaware,PA,48
Springfield,Effingham,GA,4
Springfield,Aiken,SC,3
Springfield,Brown,MN,5
Springfield,Robertson,TN,5
Springfield,Redwood,MN,1
Springfield,Baca,CO,7
Springfield,Sullivan,NH,1
Springfield,Calhoun,MI,1
Springfield Center,Otsego,NY,2
Springfield Gardens,Queens,NY,43
Springhill,Webster,LA,2
Springville,Utah,UT,106
Springville,St. Clair,AL,19
Springville,Erie,NY,3
Springville,Linn,IA,2
Springville,Tulare,CA,8
Springville-Johnsondale,Tulare,CA,2
Springville-Mapleton,Utah,UT,108
Spruce Creek,Huntingdon,PA,1
Spruce Pine,Mitchell,NC,2
Squaw Lake,Itasca,MN,1
Squaw Valley,Fresno,CA,17
St Pete Beach,Pinellas,FL,19
St. Louis,St. Louis City,MO,33
St. Marys,Wake,NC,3
St. Petersburg,Pinellas,FL,29
Staatsburg,Dutchess,NY,6
Stacy,Chisago,MN,66
Stafford,Fort Bend,TX,46
Stafford,Stafford,VA,202
Stafford,Harris,TX,14
Stafford Springs,Tolland,CT,8
Staffordsville,Giles,VA,1
Stahlstown,Westmoreland,PA,5
Stamford,Fairfield,CT,129
Stamps,Lafayette,AR,1
Stanardsville,Greene,VA,10
Stanchfield,Isanti,MN,2
Standish,Arenac,MI,4
Standish,Lassen,CA,3
Standish,Cumberland,ME,1
Stanfield,Umatilla,OR,61
Stanfield,Pinal,AZ,4
Stanfield,Stanly,NC,2
Stanford,Santa Clara,CA,12
Stanford,Judith Basin,MT,2
Stanfordville,Dutchess,NY,5
Stanhope,Sussex,NJ,5
Stanhope,Morris,NJ,2
Stanley,Gaston,NC,1
Stanley,Page,VA,3
Stanley,Lincoln,NC,2
Stanley,Custer,ID,1
Stanleytown,Henry,VA,3
Stanton,Haywood,TN,8
Stanton,Fayette,TN,5
Stanton,Chilton,AL,7
Stanton,Martin,TX,4
Stanton,Orange,CA,3
Stantonsburg,Wilson,NC,1
Stanwood,Snohomish,WA,25
Staples,Todd,MN,17
Staples,Cass,MN,7
Stapleton,Baldwin,AL,4
Stapleton,Jefferson,GA,3
Star,Montgomery,NC,3
Star City,Lincoln,AR,1
Star City,Pulaski,IN,2
Starbuck,Pope,MN,5
Starke,Bradford,FL,47
Starke,Clay,FL,7
Starkville,Oktibbeha,MS,3
Starr,Anderson,SC,43
State College,Centre,PA,115
State Line,Wayne,MS,1
State Road,Surry,NC,2
Stateline,Douglas,NV,23
Staten Island,Richmond,NY,534
Statesboro,Bulloch,GA,7
Statesville,Iredell,NC,126
Statham,Barrow,GA,1
Staunton,Augusta,VA,138
Staunton,Staunton,VA,4
Stayton,Marion,OR,59
Stayton,Linn,OR,5
Steamboat Rock,Hardin,IA,1
Steamboat Springs,Routt,CO,9
Steele,Pemiscot,MO,2
Steger,Will,IL,1
Steger,Cook,IL,1
Steilacoom,Pierce,WA,2
Steinhatchee,Taylor,FL,2
Stephens City,Frederick,VA,23
Stephenson,Frederick,VA,1
Stephentown,Rensselaer,NY,11
Sterling,Loudoun,VA,419
Sterling,Wayne,PA,6
Sterling,Worcester,MA,13
Sterling,Whiteside,IL,2
Sterling,Logan,CO,3
Sterling,Windham,CT,4
Sterling,Cayuga,NY,1
Sterling Heights,Macomb,MI,102
Sterrett,Shelby,AL,19
Stevens,Lancaster,PA,28
Stevens Point,Portage,WI,23
Stevensburg,Culpeper,VA,1
Stevenson,Skamania,WA,13
Stevenson,Baltimore County,MD,2
Stevenson,Jackson,AL,1
Stevenson,Baltimore,MD,1
Stevenson Ranch,Los Angeles,CA,94
Stevensville,Berrien,MI,35
Stevensville,Queen Anne's,MD,39
Stevensville,Ravalli,MT,1
Stevinson,Merced,CA,14
Stewart,Renville,MN,4
Stewartstown,York,PA,6
Stewartsville,Warren,NJ,28
Stewartville,Olmsted,MN,42
Stewartville,Mower,MN,1
Stilesville,Morgan,IN,5
Stillwater,Washington,MN,154
Stillwater,Payne,OK,4
Stillwater,Columbia,PA,1
Stilwell,Johnson,KS,6
Stinson Beach,Marin,CA,13
Stirling,Morris,NJ,2
Stittville,Oneida,NY,2
Stockbridge,Clayton,GA,24
Stockbridge,Henry,GA,274
Stockbridge,Berkshire,MA,1
Stockbridge,Windsor,VT,1
Stockbridge,Ingham,MI,2
Stockdale,Wilson,TX,1
Stockertown,Northampton,PA,5
Stockton,San Joaquin,CA,1196
Stockton,Tooele,UT,70
Stockton,Baldwin,AL,3
Stockton,Scott,IA,1
Stoddard,Vernon,WI,4
Stoddard,Cheshire,NH,2
Stone Creek,Tuscarawas,OH,2
Stone Mountain,DeKalb,GA,104
Stone Mountain,Gwinnett,GA,22
Stone Ridge,Ulster,NY,5
Stoneboro,Mercer,PA,2
Stoneham,Middlesex,MA,44
Stoneham,Weld,CO,8
Stoneham,Oxford,ME,1
Stoneville,Rockingham,NC,5
Stonington,New London,CT,12
Stony Brook,Suffolk,NY,43
Stony Creek,Sussex,VA,24
Stony Creek,Dinwiddie,VA,3
Stony Point,Rockland,NY,39
Stony Point,Alexander,NC,1
Stonyford,Colusa,CA,1
Storden,Cottonwood,MN,2
Stormville,Dutchess,NY,1
Storrs Mansfield,Tolland,CT,5
Story City,Story,IA,6
Story City,Hamilton,IA,3
Stotts City,Lawrence,MO,1
Stoughton,Norfolk,MA,62
Stoughton,Dane,WI,8
Stow,Middlesex,MA,5
Stow,Summit,OH,41
Stowe,Lamoille,VT,2
Stoystown,Somerset,PA,21
Strafford,Greene,MO,25
Strafford,Webster,MO,5
Strafford,Strafford,NH,1
Strasburg,Shenandoah,VA,25
Strasburg,Lancaster,PA,9
Strasburg,Shelby,IL,1
Strasburg,Adams,CO,1
Strasburg,Arapahoe,CO,2
Stratford,Fairfield,CT,80
Stratford,Camden,NJ,8
Stratford,Kings,CA,19
Stratford,Sherman,TX,3
Stratham,Rockingham,NH,13
Strathmore,Tulare,CA,38
Stratton,Kit Carson,CO,1
Straughn,Henry,IN,15
Strawberry Plains,Knox,TN,3
Strawberry Plains,Jefferson,TN,2
Streamwood,Cook,IL,10
Streator,LaSalle,IL,3
Street,Harford,MD,11
Streetsboro,Portage,OH,8
Strongstown,Cambria,PA,2
Strongsville,Cuyahoga,OH,16
Stroud,Lincoln,OK,3
Stroudsburg,Monroe,PA,91
Strykersville,Wyoming,NY,3
Stuart,Patrick,VA,8
Stuart,Adair,IA,9
Stuart,Martin,FL,30
Stuart,Guthrie,IA,1
Stuarts Draft,Augusta,VA,5
Studio City,Los Angeles,CA,205
Stumpy Point,Dare,NC,3
Sturbridge,Worcester,MA,17
Sturgeon Lake,Pine,MN,22
Sturgis,St. Joseph,MI,3
Sturgis,Saint Joseph,MI,2
Sturtevant,Racine,WI,85
Sturtevant,Kenosha,WI,23
Stuyvesant,Columbia,NY,1
Suamico,Brown,WI,12
Sublimity,Marion,OR,30
Succasunna,Morris,NJ,6
Sudan,Lamb,TX,2
Sudbury,Middlesex,MA,3
Sudlersville,Queen Anne's,MD,2
Suffern,Rockland,NY,106
Suffield,Hartford,CT,9
Suffolk,Suffolk,VA,190
Suffolk,Suffolk City,VA,2
Sugar Grove,Kane,IL,26
Sugar Hill,Gwinnett,GA,4
Sugar Land,Fort Bend,TX,56
Sugarloaf,Luzerne,PA,7
Suisun City,Solano,CA,27
Suitland,Prince George's,MD,80
Suitland,District of Columbia,DC,1
Suitland,Prince Georges,MD,4
Sula,Ravalli,MT,1
Sulligent,Lamar,AL,2
Sullivan,Franklin,MO,15
Sullivan,Sullivan,IN,1
Sullivan,Washington,MO,1
Sulphur,Calcasieu,LA,21
Sulphur,Henry,KY,2
Sulphur,Crawford,IN,2
Sulphur Springs,Hopkins,TX,3
Sultan,Snohomish,WA,12
